male	female	group	type	weight	oil
CAU2	ZD958	ZD958/CAU2	C	0.42	7.092
CAU2	ZD958	ZD958/CAU2	C	0.41	7.059
CAU2	ZD958	ZD958/CAU2	C	0.4	6.041
CAU2	ZD958	ZD958/CAU2	C	0.35	5.864
CAU2	ZD958	ZD958/CAU2	C	0.43	5.77
CAU2	ZD958	ZD958/CAU2	C	0.34	5.675
CAU2	ZD958	ZD958/CAU2	C	0.41	5.607
CAU2	ZD958	ZD958/CAU2	C	0.39	5.569
CAU2	ZD958	ZD958/CAU2	C	0.34	5.523
CAU2	ZD958	ZD958/CAU2	C	0.38	5.515
CAU2	ZD958	ZD958/CAU2	C	0.41	5.489
CAU2	ZD958	ZD958/CAU2	C	0.34	5.486
CAU2	ZD958	ZD958/CAU2	C	0.41	5.481
CAU2	ZD958	ZD958/CAU2	C	0.35	5.396
CAU2	ZD958	ZD958/CAU2	C	0.39	5.389
CAU2	ZD958	ZD958/CAU2	C	0.38	5.374
CAU2	ZD958	ZD958/CAU2	C	0.39	5.373
CAU2	ZD958	ZD958/CAU2	C	0.33	5.353
CAU2	ZD958	ZD958/CAU2	C	0.3	5.35
CAU2	ZD958	ZD958/CAU2	C	0.36	5.311
CAU2	ZD958	ZD958/CAU2	C	0.38	5.287
CAU2	ZD958	ZD958/CAU2	C	0.36	5.265
CAU2	ZD958	ZD958/CAU2	C	0.33	5.259
CAU2	ZD958	ZD958/CAU2	C	0.4	5.253
CAU2	ZD958	ZD958/CAU2	C	0.36	5.235
CAU2	ZD958	ZD958/CAU2	C	0.35	5.234
CAU2	ZD958	ZD958/CAU2	C	0.45	5.221
CAU2	ZD958	ZD958/CAU2	C	0.33	5.203
CAU2	ZD958	ZD958/CAU2	C	0.42	5.191
CAU2	ZD958	ZD958/CAU2	C	0.33	5.176
CAU2	ZD958	ZD958/CAU2	C	0.36	5.152
CAU2	ZD958	ZD958/CAU2	C	0.3	5.15
CAU2	ZD958	ZD958/CAU2	C	0.31	5.147
CAU2	ZD958	ZD958/CAU2	C	0.42	5.144
CAU2	ZD958	ZD958/CAU2	C	0.34	5.144
CAU2	ZD958	ZD958/CAU2	C	0.29	5.139
CAU2	ZD958	ZD958/CAU2	C	0.36	5.134
CAU2	ZD958	ZD958/CAU2	C	0.32	5.132
CAU2	ZD958	ZD958/CAU2	C	0.33	5.121
CAU2	ZD958	ZD958/CAU2	C	0.41	5.108
CAU2	ZD958	ZD958/CAU2	C	0.34	5.105
CAU2	ZD958	ZD958/CAU2	C	0.36	5.101
CAU2	ZD958	ZD958/CAU2	C	0.33	5.087
CAU2	ZD958	ZD958/CAU2	C	0.42	5.081
CAU2	ZD958	ZD958/CAU2	C	0.43	5.078
CAU2	ZD958	ZD958/CAU2	C	0.34	5.068
CAU2	ZD958	ZD958/CAU2	C	0.4	5.062
CAU2	ZD958	ZD958/CAU2	C	0.36	5.052
CAU2	ZD958	ZD958/CAU2	C	0.3	5.05
CAU2	ZD958	ZD958/CAU2	C	0.33	5.047
CAU2	ZD958	ZD958/CAU2	C	0.31	5.047
CAU2	ZD958	ZD958/CAU2	C	0.49	5.046
CAU2	ZD958	ZD958/CAU2	C	0.37	5.042
CAU2	ZD958	ZD958/CAU2	C	0.37	5.04
CAU2	ZD958	ZD958/CAU2	C	0.37	5.035
CAU2	ZD958	ZD958/CAU2	C	0.44	5.035
CAU2	ZD958	ZD958/CAU2	C	0.36	5.028
CAU2	ZD958	ZD958/CAU2	C	0.33	5.027
CAU2	ZD958	ZD958/CAU2	C	0.39	5.017
CAU2	ZD958	ZD958/CAU2	C	0.47	5.006
CAU2	ZD958	ZD958/CAU2	C	0.34	5.006
CAU2	ZD958	ZD958/CAU2	C	0.32	4.998
CAU2	ZD958	ZD958/CAU2	C	0.43	4.996
CAU2	ZD958	ZD958/CAU2	C	0.38	4.996
CAU2	ZD958	ZD958/CAU2	C	0.37	4.994
CAU2	ZD958	ZD958/CAU2	C	0.33	4.989
CAU2	ZD958	ZD958/CAU2	C	0.35	4.964
CAU2	ZD958	ZD958/CAU2	C	0.3	4.963
CAU2	ZD958	ZD958/CAU2	C	0.4	4.96
CAU2	ZD958	ZD958/CAU2	C	0.45	4.957
CAU2	ZD958	ZD958/CAU2	C	0.47	4.956
CAU2	ZD958	ZD958/CAU2	C	0.36	4.956
CAU2	ZD958	ZD958/CAU2	C	0.34	4.955
CAU2	ZD958	ZD958/CAU2	C	0.29	4.953
CAU2	ZD958	ZD958/CAU2	C	0.46	4.944
CAU2	ZD958	ZD958/CAU2	C	0.34	4.944
CAU2	ZD958	ZD958/CAU2	C	0.34	4.94
CAU2	ZD958	ZD958/CAU2	C	0.36	4.932
CAU2	ZD958	ZD958/CAU2	C	0.36	4.929
CAU2	ZD958	ZD958/CAU2	C	0.38	4.929
CAU2	ZD958	ZD958/CAU2	C	0.36	4.927
CAU2	ZD958	ZD958/CAU2	C	0.43	4.925
CAU2	ZD958	ZD958/CAU2	C	0.38	4.916
CAU2	ZD958	ZD958/CAU2	C	0.32	4.912
CAU2	ZD958	ZD958/CAU2	C	0.31	4.902
CAU2	ZD958	ZD958/CAU2	C	0.33	4.89
CAU2	ZD958	ZD958/CAU2	C	0.36	4.889
CAU2	ZD958	ZD958/CAU2	C	0.41	4.888
CAU2	ZD958	ZD958/CAU2	C	0.4	4.888
CAU2	ZD958	ZD958/CAU2	C	0.4	4.884
CAU2	ZD958	ZD958/CAU2	C	0.32	4.875
CAU2	ZD958	ZD958/CAU2	C	0.39	4.874
CAU2	ZD958	ZD958/CAU2	C	0.39	4.872
CAU2	ZD958	ZD958/CAU2	C	0.41	4.871
CAU2	ZD958	ZD958/CAU2	C	0.39	4.865
CAU2	ZD958	ZD958/CAU2	C	0.39	4.859
CAU2	ZD958	ZD958/CAU2	C	0.38	4.856
CAU2	ZD958	ZD958/CAU2	C	0.32	4.854
CAU2	ZD958	ZD958/CAU2	C	0.32	4.854
CAU2	ZD958	ZD958/CAU2	C	0.37	4.851
CAU2	ZD958	ZD958/CAU2	C	0.41	4.849
CAU2	ZD958	ZD958/CAU2	C	0.37	4.841
CAU2	ZD958	ZD958/CAU2	C	0.38	4.831
CAU2	ZD958	ZD958/CAU2	C	0.38	4.831
CAU2	ZD958	ZD958/CAU2	C	0.33	4.828
CAU2	ZD958	ZD958/CAU2	C	0.38	4.826
CAU2	ZD958	ZD958/CAU2	C	0.41	4.818
CAU2	ZD958	ZD958/CAU2	C	0.39	4.809
CAU2	ZD958	ZD958/CAU2	C	0.43	4.807
CAU2	ZD958	ZD958/CAU2	C	0.34	4.807
CAU2	ZD958	ZD958/CAU2	C	0.38	4.804
CAU2	ZD958	ZD958/CAU2	C	0.33	4.802
CAU2	ZD958	ZD958/CAU2	C	0.38	4.801
CAU2	ZD958	ZD958/CAU2	C	0.42	4.8
CAU2	ZD958	ZD958/CAU2	C	0.34	4.799
CAU2	ZD958	ZD958/CAU2	C	0.41	4.793
CAU2	ZD958	ZD958/CAU2	C	0.37	4.792
CAU2	ZD958	ZD958/CAU2	C	0.36	4.788
CAU2	ZD958	ZD958/CAU2	C	0.32	4.78
CAU2	ZD958	ZD958/CAU2	C	0.39	4.77
CAU2	ZD958	ZD958/CAU2	C	0.43	4.77
CAU2	ZD958	ZD958/CAU2	C	0.35	4.77
CAU2	ZD958	ZD958/CAU2	C	0.29	4.768
CAU2	ZD958	ZD958/CAU2	C	0.28	4.765
CAU2	ZD958	ZD958/CAU2	C	0.39	4.762
CAU2	ZD958	ZD958/CAU2	C	0.34	4.758
CAU2	ZD958	ZD958/CAU2	C	0.32	4.756
CAU2	ZD958	ZD958/CAU2	C	0.41	4.752
CAU2	ZD958	ZD958/CAU2	C	0.34	4.75
CAU2	ZD958	ZD958/CAU2	C	0.41	4.75
CAU2	ZD958	ZD958/CAU2	C	0.37	4.741
CAU2	ZD958	ZD958/CAU2	C	0.44	4.734
CAU2	ZD958	ZD958/CAU2	C	0.45	4.731
CAU2	ZD958	ZD958/CAU2	C	0.39	4.731
CAU2	ZD958	ZD958/CAU2	C	0.38	4.724
CAU2	ZD958	ZD958/CAU2	C	0.33	4.722
CAU2	ZD958	ZD958/CAU2	C	0.37	4.718
CAU2	ZD958	ZD958/CAU2	C	0.36	4.715
CAU2	ZD958	ZD958/CAU2	C	0.34	4.71
CAU2	ZD958	ZD958/CAU2	C	0.43	4.705
CAU2	ZD958	ZD958/CAU2	C	0.4	4.704
CAU2	ZD958	ZD958/CAU2	C	0.37	4.702
CAU2	ZD958	ZD958/CAU2	C	0.38	4.702
CAU2	ZD958	ZD958/CAU2	C	0.38	4.695
CAU2	ZD958	ZD958/CAU2	C	0.43	4.694
CAU2	ZD958	ZD958/CAU2	C	0.34	4.694
CAU2	ZD958	ZD958/CAU2	C	0.37	4.693
CAU2	ZD958	ZD958/CAU2	C	0.43	4.692
CAU2	ZD958	ZD958/CAU2	C	0.39	4.692
CAU2	ZD958	ZD958/CAU2	C	0.34	4.689
CAU2	ZD958	ZD958/CAU2	C	0.37	4.688
CAU2	ZD958	ZD958/CAU2	C	0.47	4.684
CAU2	ZD958	ZD958/CAU2	C	0.33	4.682
CAU2	ZD958	ZD958/CAU2	C	0.39	4.676
CAU2	ZD958	ZD958/CAU2	C	0.39	4.673
CAU2	ZD958	ZD958/CAU2	C	0.29	4.673
CAU2	ZD958	ZD958/CAU2	C	0.36	4.671
CAU2	ZD958	ZD958/CAU2	C	0.35	4.667
CAU2	ZD958	ZD958/CAU2	C	0.42	4.667
CAU2	ZD958	ZD958/CAU2	C	0.41	4.664
CAU2	ZD958	ZD958/CAU2	C	0.38	4.662
CAU2	ZD958	ZD958/CAU2	C	0.34	4.661
CAU2	ZD958	ZD958/CAU2	C	0.33	4.66
CAU2	ZD958	ZD958/CAU2	C	0.44	4.65
CAU2	ZD958	ZD958/CAU2	C	0.39	4.647
CAU2	ZD958	ZD958/CAU2	C	0.34	4.647
CAU2	ZD958	ZD958/CAU2	C	0.42	4.642
CAU2	ZD958	ZD958/CAU2	C	0.32	4.639
CAU2	ZD958	ZD958/CAU2	C	0.38	4.635
CAU2	ZD958	ZD958/CAU2	C	0.34	4.634
CAU2	ZD958	ZD958/CAU2	C	0.41	4.631
CAU2	ZD958	ZD958/CAU2	C	0.42	4.63
CAU2	ZD958	ZD958/CAU2	C	0.32	4.624
CAU2	ZD958	ZD958/CAU2	C	0.41	4.619
CAU2	ZD958	ZD958/CAU2	C	0.34	4.617
CAU2	ZD958	ZD958/CAU2	C	0.36	4.616
CAU2	ZD958	ZD958/CAU2	C	0.34	4.616
CAU2	ZD958	ZD958/CAU2	C	0.43	4.615
CAU2	ZD958	ZD958/CAU2	C	0.44	4.604
CAU2	ZD958	ZD958/CAU2	C	0.36	4.599
CAU2	ZD958	ZD958/CAU2	C	0.42	4.591
CAU2	ZD958	ZD958/CAU2	C	0.38	4.589
CAU2	ZD958	ZD958/CAU2	C	0.36	4.586
CAU2	ZD958	ZD958/CAU2	C	0.41	4.584
CAU2	ZD958	ZD958/CAU2	C	0.42	4.581
CAU2	ZD958	ZD958/CAU2	C	0.32	4.578
CAU2	ZD958	ZD958/CAU2	C	0.41	4.578
CAU2	ZD958	ZD958/CAU2	C	0.38	4.575
CAU2	ZD958	ZD958/CAU2	C	0.38	4.575
CAU2	ZD958	ZD958/CAU2	C	0.32	4.573
CAU2	ZD958	ZD958/CAU2	C	0.44	4.57
CAU2	ZD958	ZD958/CAU2	C	0.34	4.565
CAU2	ZD958	ZD958/CAU2	C	0.43	4.558
CAU2	ZD958	ZD958/CAU2	C	0.38	4.556
CAU2	ZD958	ZD958/CAU2	C	0.33	4.556
CAU2	ZD958	ZD958/CAU2	C	0.36	4.544
CAU2	ZD958	ZD958/CAU2	C	0.38	4.543
CAU2	ZD958	ZD958/CAU2	C	0.37	4.536
CAU2	ZD958	ZD958/CAU2	C	0.32	4.536
CAU2	ZD958	ZD958/CAU2	C	0.39	4.532
CAU2	ZD958	ZD958/CAU2	C	0.42	4.532
CAU2	ZD958	ZD958/CAU2	C	0.39	4.528
CAU2	ZD958	ZD958/CAU2	C	0.37	4.525
CAU2	ZD958	ZD958/CAU2	C	0.39	4.524
CAU2	ZD958	ZD958/CAU2	C	0.39	4.522
CAU2	ZD958	ZD958/CAU2	C	0.42	4.522
CAU2	ZD958	ZD958/CAU2	C	0.44	4.515
CAU2	ZD958	ZD958/CAU2	C	0.32	4.514
CAU2	ZD958	ZD958/CAU2	C	0.43	4.513
CAU2	ZD958	ZD958/CAU2	C	0.4	4.512
CAU2	ZD958	ZD958/CAU2	C	0.34	4.512
CAU2	ZD958	ZD958/CAU2	C	0.34	4.508
CAU2	ZD958	ZD958/CAU2	C	0.4	4.507
CAU2	ZD958	ZD958/CAU2	C	0.35	4.507
CAU2	ZD958	ZD958/CAU2	C	0.44	4.504
CAU2	ZD958	ZD958/CAU2	C	0.41	4.503
CAU2	ZD958	ZD958/CAU2	C	0.36	4.49
CAU2	ZD958	ZD958/CAU2	C	0.42	4.488
CAU2	ZD958	ZD958/CAU2	C	0.42	4.487
CAU2	ZD958	ZD958/CAU2	C	0.25	4.486
CAU2	ZD958	ZD958/CAU2	C	0.38	4.475
CAU2	ZD958	ZD958/CAU2	C	0.35	4.467
CAU2	ZD958	ZD958/CAU2	C	0.37	4.464
CAU2	ZD958	ZD958/CAU2	C	0.42	4.462
CAU2	ZD958	ZD958/CAU2	C	0.4	4.461
CAU2	ZD958	ZD958/CAU2	C	0.37	4.458
CAU2	ZD958	ZD958/CAU2	C	0.33	4.457
CAU2	ZD958	ZD958/CAU2	C	0.4	4.45
CAU2	ZD958	ZD958/CAU2	C	0.41	4.441
CAU2	ZD958	ZD958/CAU2	C	0.33	4.439
CAU2	ZD958	ZD958/CAU2	C	0.35	4.438
CAU2	ZD958	ZD958/CAU2	C	0.32	4.438
CAU2	ZD958	ZD958/CAU2	C	0.36	4.433
CAU2	ZD958	ZD958/CAU2	C	0.41	4.433
CAU2	ZD958	ZD958/CAU2	C	0.43	4.431
CAU2	ZD958	ZD958/CAU2	C	0.34	4.43
CAU2	ZD958	ZD958/CAU2	C	0.37	4.429
CAU2	ZD958	ZD958/CAU2	C	0.37	4.424
CAU2	ZD958	ZD958/CAU2	C	0.43	4.423
CAU2	ZD958	ZD958/CAU2	C	0.38	4.422
CAU2	ZD958	ZD958/CAU2	C	0.35	4.42
CAU2	ZD958	ZD958/CAU2	C	0.45	4.419
CAU2	ZD958	ZD958/CAU2	C	0.41	4.409
CAU2	ZD958	ZD958/CAU2	C	0.33	4.405
CAU2	ZD958	ZD958/CAU2	C	0.39	4.404
CAU2	ZD958	ZD958/CAU2	C	0.31	4.404
CAU2	ZD958	ZD958/CAU2	C	0.36	4.401
CAU2	ZD958	ZD958/CAU2	C	0.32	4.399
CAU2	ZD958	ZD958/CAU2	C	0.34	4.392
CAU2	ZD958	ZD958/CAU2	C	0.32	4.388
CAU2	ZD958	ZD958/CAU2	C	0.37	4.384
CAU2	ZD958	ZD958/CAU2	C	0.42	4.383
CAU2	ZD958	ZD958/CAU2	C	0.36	4.38
CAU2	ZD958	ZD958/CAU2	C	0.38	4.376
CAU2	ZD958	ZD958/CAU2	C	0.41	4.375
CAU2	ZD958	ZD958/CAU2	C	0.42	4.37
CAU2	ZD958	ZD958/CAU2	C	0.28	4.362
CAU2	ZD958	ZD958/CAU2	C	0.39	4.359
CAU2	ZD958	ZD958/CAU2	C	0.39	4.357
CAU2	ZD958	ZD958/CAU2	C	0.41	4.355
CAU2	ZD958	ZD958/CAU2	C	0.38	4.35
CAU2	ZD958	ZD958/CAU2	C	0.43	4.348
CAU2	ZD958	ZD958/CAU2	C	0.31	4.344
CAU2	ZD958	ZD958/CAU2	C	0.38	4.342
CAU2	ZD958	ZD958/CAU2	C	0.32	4.342
CAU2	ZD958	ZD958/CAU2	C	0.41	4.321
CAU2	ZD958	ZD958/CAU2	C	0.38	4.318
CAU2	ZD958	ZD958/CAU2	C	0.43	4.316
CAU2	ZD958	ZD958/CAU2	C	0.42	4.307
CAU2	ZD958	ZD958/CAU2	C	0.3	4.304
CAU2	ZD958	ZD958/CAU2	C	0.32	4.299
CAU2	ZD958	ZD958/CAU2	C	0.32	4.293
CAU2	ZD958	ZD958/CAU2	C	0.41	4.289
CAU2	ZD958	ZD958/CAU2	C	0.34	4.287
CAU2	ZD958	ZD958/CAU2	C	0.29	4.277
CAU2	ZD958	ZD958/CAU2	C	0.34	4.275
CAU2	ZD958	ZD958/CAU2	C	0.41	4.271
CAU2	ZD958	ZD958/CAU2	C	0.4	4.261
CAU2	ZD958	ZD958/CAU2	C	0.38	4.256
CAU2	ZD958	ZD958/CAU2	C	0.44	4.25
CAU2	ZD958	ZD958/CAU2	C	0.34	4.246
CAU2	ZD958	ZD958/CAU2	C	0.39	4.246
CAU2	ZD958	ZD958/CAU2	C	0.41	4.245
CAU2	ZD958	ZD958/CAU2	C	0.33	4.244
CAU2	ZD958	ZD958/CAU2	C	0.37	4.229
CAU2	ZD958	ZD958/CAU2	C	0.36	4.224
CAU2	ZD958	ZD958/CAU2	C	0.33	4.22
CAU2	ZD958	ZD958/CAU2	C	0.4	4.22
CAU2	ZD958	ZD958/CAU2	C	0.36	4.219
CAU2	ZD958	ZD958/CAU2	C	0.42	4.209
CAU2	ZD958	ZD958/CAU2	C	0.44	4.208
CAU2	ZD958	ZD958/CAU2	C	0.43	4.198
CAU2	ZD958	ZD958/CAU2	C	0.41	4.192
CAU2	ZD958	ZD958/CAU2	C	0.4	4.185
CAU2	ZD958	ZD958/CAU2	C	0.37	4.177
CAU2	ZD958	ZD958/CAU2	C	0.31	4.158
CAU2	ZD958	ZD958/CAU2	C	0.35	4.153
CAU2	ZD958	ZD958/CAU2	C	0.38	4.151
CAU2	ZD958	ZD958/CAU2	C	0.38	4.149
CAU2	ZD958	ZD958/CAU2	C	0.37	4.148
CAU2	ZD958	ZD958/CAU2	C	0.36	4.143
CAU2	ZD958	ZD958/CAU2	C	0.39	4.111
CAU2	ZD958	ZD958/CAU2	C	0.33	4.108
CAU2	ZD958	ZD958/CAU2	C	0.34	4.105
CAU2	ZD958	ZD958/CAU2	C	0.37	4.098
CAU2	ZD958	ZD958/CAU2	C	0.35	4.093
CAU2	ZD958	ZD958/CAU2	C	0.4	4.089
CAU2	ZD958	ZD958/CAU2	C	0.41	4.082
CAU2	ZD958	ZD958/CAU2	C	0.31	4.082
CAU2	ZD958	ZD958/CAU2	C	0.42	4.068
CAU2	ZD958	ZD958/CAU2	C	0.36	4.061
CAU2	ZD958	ZD958/CAU2	C	0.4	4.057
CAU2	ZD958	ZD958/CAU2	C	0.42	4.048
CAU2	ZD958	ZD958/CAU2	C	0.39	4.029
CAU2	ZD958	ZD958/CAU2	C	0.4	4.028
CAU2	ZD958	ZD958/CAU2	C	0.44	4.026
CAU2	ZD958	ZD958/CAU2	C	0.45	4.021
CAU2	ZD958	ZD958/CAU2	C	0.35	4.018
CAU2	ZD958	ZD958/CAU2	C	0.37	4.017
CAU2	ZD958	ZD958/CAU2	C	0.38	4.016
CAU2	ZD958	ZD958/CAU2	C	0.38	4.008
CAU2	ZD958	ZD958/CAU2	C	0.33	4.002
CAU2	ZD958	ZD958/CAU2	C	0.33	4
CAU2	ZD958	ZD958/CAU2	C	0.38	3.994
CAU2	ZD958	ZD958/CAU2	C	0.39	3.983
CAU2	ZD958	ZD958/CAU2	C	0.38	3.974
CAU2	ZD958	ZD958/CAU2	C	0.38	3.973
CAU2	ZD958	ZD958/CAU2	C	0.41	3.945
CAU2	ZD958	ZD958/CAU2	C	0.44	3.945
CAU2	ZD958	ZD958/CAU2	C	0.45	3.918
CAU2	ZD958	ZD958/CAU2	C	0.37	3.89
CAU2	ZD958	ZD958/CAU2	C	0.39	3.888
CAU2	ZD958	ZD958/CAU2	C	0.35	3.888
CAU2	ZD958	ZD958/CAU2	C	0.38	3.887
CAU2	ZD958	ZD958/CAU2	C	0.39	3.867
CAU2	ZD958	ZD958/CAU2	C	0.35	3.866
CAU2	ZD958	ZD958/CAU2	C	0.39	3.838
CAU2	ZD958	ZD958/CAU2	C	0.35	3.805
CAU2	ZD958	ZD958/CAU2	C	0.37	3.8
CAU2	ZD958	ZD958/CAU2	C	0.42	3.75
CAU2	ZD958	ZD958/CAU2	C	0.39	3.659
CAU2	ZD958	ZD958/CAU2	C	0.38	3.648
CAU2	ZD958	ZD958/CAU2	C	0.29	3.532
CAU2	ZD958	ZD958/CAU2	C	0.41	3.525
CAU2	ZD958	ZD958/CAU2	C	0.3	3.469
CAU2	ZD958	ZD958/CAU2	C	0.31	3.43
CAU2	ZD958	ZD958/CAU2	C	0.29	3.001
CAU2	ZD958	ZD958/CAU2	C	0.32	2.197
CAU3	ZD958	ZD958/CAU3	H	0.36	6.994
CAU3	ZD958	ZD958/CAU3	H	0.35	5.594
CAU3	ZD958	ZD958/CAU3	H	0.37	5.079
CAU3	ZD958	ZD958/CAU3	H	0.36	5.072
CAU3	ZD958	ZD958/CAU3	H	0.36	5.069
CAU3	ZD958	ZD958/CAU3	H	0.33	4.897
CAU3	ZD958	ZD958/CAU3	H	0.35	4.882
CAU3	ZD958	ZD958/CAU3	H	0.3	4.874
CAU3	ZD958	ZD958/CAU3	H	0.3	4.854
CAU3	ZD958	ZD958/CAU3	H	0.29	4.848
CAU3	ZD958	ZD958/CAU3	H	0.29	4.829
CAU3	ZD958	ZD958/CAU3	H	0.29	4.795
CAU3	ZD958	ZD958/CAU3	H	0.72	4.764
CAU3	ZD958	ZD958/CAU3	H	0.32	4.6
CAU3	ZD958	ZD958/CAU3	H	0.34	4.553
CAU3	ZD958	ZD958/CAU3	H	0.34	4.513
CAU3	ZD958	ZD958/CAU3	H	0.3	4.509
CAU3	ZD958	ZD958/CAU3	H	0.3	4.482
CAU3	ZD958	ZD958/CAU3	H	0.35	4.459
CAU3	ZD958	ZD958/CAU3	H	0.31	4.439
CAU3	ZD958	ZD958/CAU3	H	0.34	4.413
CAU3	ZD958	ZD958/CAU3	H	0.31	4.401
CAU3	ZD958	ZD958/CAU3	H	0.31	4.4
CAU3	ZD958	ZD958/CAU3	H	0.34	4.395
CAU3	ZD958	ZD958/CAU3	H	0.23	4.389
CAU3	ZD958	ZD958/CAU3	H	0.3	4.384
CAU3	ZD958	ZD958/CAU3	H	0.34	4.322
CAU3	ZD958	ZD958/CAU3	H	0.36	4.311
CAU3	ZD958	ZD958/CAU3	H	0.35	4.291
CAU3	ZD958	ZD958/CAU3	H	0.3	4.291
CAU3	ZD958	ZD958/CAU3	H	0.35	4.282
CAU3	ZD958	ZD958/CAU3	H	0.32	4.267
CAU3	ZD958	ZD958/CAU3	H	0.32	4.255
CAU3	ZD958	ZD958/CAU3	H	0.32	4.253
CAU3	ZD958	ZD958/CAU3	H	0.3	4.247
CAU3	ZD958	ZD958/CAU3	H	0.35	4.233
CAU3	ZD958	ZD958/CAU3	H	0.35	4.208
CAU3	ZD958	ZD958/CAU3	H	0.36	4.203
CAU3	ZD958	ZD958/CAU3	H	0.29	4.199
CAU3	ZD958	ZD958/CAU3	H	0.35	4.194
CAU3	ZD958	ZD958/CAU3	H	0.39	4.189
CAU3	ZD958	ZD958/CAU3	H	0.32	4.186
CAU3	ZD958	ZD958/CAU3	H	0.34	4.149
CAU3	ZD958	ZD958/CAU3	H	0.36	4.144
CAU3	ZD958	ZD958/CAU3	H	0.36	4.108
CAU3	ZD958	ZD958/CAU3	H	0.36	4.09
CAU3	ZD958	ZD958/CAU3	H	0.35	4.081
CAU3	ZD958	ZD958/CAU3	H	0.34	4.08
CAU3	ZD958	ZD958/CAU3	H	0.7	4.074
CAU3	ZD958	ZD958/CAU3	H	0.37	4.05
CAU3	ZD958	ZD958/CAU3	H	0.31	4.041
CAU3	ZD958	ZD958/CAU3	H	0.33	4.03
CAU3	ZD958	ZD958/CAU3	H	0.33	4.007
CAU3	ZD958	ZD958/CAU3	H	0.33	3.994
CAU3	ZD958	ZD958/CAU3	H	0.35	3.993
CAU3	ZD958	ZD958/CAU3	H	0.36	3.985
CAU3	ZD958	ZD958/CAU3	H	0.37	3.982
CAU3	ZD958	ZD958/CAU3	H	0.35	3.97
CAU3	ZD958	ZD958/CAU3	H	0.29	3.969
CAU3	ZD958	ZD958/CAU3	H	0.35	3.959
CAU3	ZD958	ZD958/CAU3	H	0.3	3.951
CAU3	ZD958	ZD958/CAU3	H	0.35	3.913
CAU3	ZD958	ZD958/CAU3	H	0.35	3.901
CAU3	ZD958	ZD958/CAU3	H	0.35	3.888
CAU3	ZD958	ZD958/CAU3	H	0.27	3.884
CAU3	ZD958	ZD958/CAU3	H	0.33	3.876
CAU3	ZD958	ZD958/CAU3	H	0.36	3.861
CAU3	ZD958	ZD958/CAU3	H	0.36	3.858
CAU3	ZD958	ZD958/CAU3	H	0.33	3.844
CAU3	ZD958	ZD958/CAU3	H	0.36	3.84
CAU3	ZD958	ZD958/CAU3	H	0.31	3.834
CAU3	ZD958	ZD958/CAU3	H	0.28	3.817
CAU3	ZD958	ZD958/CAU3	H	0.36	3.804
CAU3	ZD958	ZD958/CAU3	H	0.35	3.802
CAU3	ZD958	ZD958/CAU3	H	0.69	3.801
CAU3	ZD958	ZD958/CAU3	H	0.34	3.788
CAU3	ZD958	ZD958/CAU3	H	0.32	3.782
CAU3	ZD958	ZD958/CAU3	H	0.35	3.773
CAU3	ZD958	ZD958/CAU3	H	0.31	3.765
CAU3	ZD958	ZD958/CAU3	H	0.35	3.762
CAU3	ZD958	ZD958/CAU3	H	0.29	3.727
CAU3	ZD958	ZD958/CAU3	H	0.35	3.722
CAU3	ZD958	ZD958/CAU3	H	0.31	3.716
CAU3	ZD958	ZD958/CAU3	H	0.32	3.714
CAU3	ZD958	ZD958/CAU3	H	0.33	3.714
CAU3	ZD958	ZD958/CAU3	H	0.37	3.703
CAU3	ZD958	ZD958/CAU3	H	0.31	3.696
CAU3	ZD958	ZD958/CAU3	H	0.36	3.693
CAU3	ZD958	ZD958/CAU3	H	0.34	3.688
CAU3	ZD958	ZD958/CAU3	H	0.34	3.678
CAU3	ZD958	ZD958/CAU3	H	0.68	3.677
CAU3	ZD958	ZD958/CAU3	H	0.33	3.663
CAU3	ZD958	ZD958/CAU3	H	0.33	3.662
CAU3	ZD958	ZD958/CAU3	H	0.32	3.659
CAU3	ZD958	ZD958/CAU3	H	0.32	3.658
CAU3	ZD958	ZD958/CAU3	H	0.35	3.655
CAU3	ZD958	ZD958/CAU3	H	0.33	3.63
CAU3	ZD958	ZD958/CAU3	H	0.36	3.627
CAU3	ZD958	ZD958/CAU3	H	0.29	3.623
CAU3	ZD958	ZD958/CAU3	H	0.36	3.621
CAU3	ZD958	ZD958/CAU3	H	0.36	3.62
CAU3	ZD958	ZD958/CAU3	H	0.31	3.618
CAU3	ZD958	ZD958/CAU3	H	0.36	3.613
CAU3	ZD958	ZD958/CAU3	H	0.38	3.58
CAU3	ZD958	ZD958/CAU3	H	0.33	3.576
CAU3	ZD958	ZD958/CAU3	H	0.34	3.575
CAU3	ZD958	ZD958/CAU3	H	0.29	3.55
CAU3	ZD958	ZD958/CAU3	H	0.31	3.537
CAU3	ZD958	ZD958/CAU3	H	0.33	3.528
CAU3	ZD958	ZD958/CAU3	H	0.39	3.514
CAU3	ZD958	ZD958/CAU3	H	0.33	3.486
CAU3	ZD958	ZD958/CAU3	H	0.31	3.472
CAU3	ZD958	ZD958/CAU3	H	0.33	3.466
CAU3	ZD958	ZD958/CAU3	H	0.38	3.465
CAU3	ZD958	ZD958/CAU3	H	0.34	3.435
CAU3	ZD958	ZD958/CAU3	H	0.35	3.418
CAU3	ZD958	ZD958/CAU3	H	0.62	3.402
CAU3	ZD958	ZD958/CAU3	H	0.32	3.399
