name	male	female	group	type	weight	oil
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.41	3.041
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.37	3.033
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.38	3.019
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.34	3
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.4	2.994
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.42	2.983
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.43	2.981
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.47	2.954
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.43	2.95
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.44	2.947
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.4	2.937
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.35	2.892
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.45	2.879
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.43	2.855
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.38	2.827
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.44	2.816
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.39	2.808
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.41	2.758
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.44	2.691
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.39	2.574
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.38	2.53
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.39	2.484
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.37	2.41
958H3DAN	CHOI3	ZD958	ZD958/CHOI3	H	0.31	2.077
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	6.706
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	6.399
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	6.33
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	6.324
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	6.309
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	6.302
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	6.255
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	6.246
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	6.225
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.36	6.217
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	6.203
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.35	6.193
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	6.127
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	6.124
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	6.121
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	6.108
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	6.078
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	6.069
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	6.042
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.38	6.038
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	6.037
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	6.036
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	6.024
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	6.022
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.36	6.021
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.37	6.01
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.37	6.009
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	6.001
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.998
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	5.995
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.36	5.992
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.966
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.956
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.942
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.926
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.34	5.922
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.874
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.873
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.864
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.85
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	5.833
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.829
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.815
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	5.814
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.809
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.48	5.796
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.786
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.37	5.781
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.772
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.35	5.765
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.76
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.756
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.751
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.739
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.735
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.708
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.47	5.707
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.707
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.38	5.707
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.694
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.685
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	5.648
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.645
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.643
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.637
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.635
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.38	5.602
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.6
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.597
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.38	5.595
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.585
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.5	5.584
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.569
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.567
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.542
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.37	5.54
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.532
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.518
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.511
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.37	5.506
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.506
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.505
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.504
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.499
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	5.497
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.496
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.48
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	5.474
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.46
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.48	5.457
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.453
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.441
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.407
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.38	5.403
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.398
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.383
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.47	5.376
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.376
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.37	5.365
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.348
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.49	5.346
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.52	5.346
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	5.336
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.33
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.328
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.301
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.295
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.292
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.5	5.272
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.267
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.5	5.263
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.258
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	5.207
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.174
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.174
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.35	5.15
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.14
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.47	5.136
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.118
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.116
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.106
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.092
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	5.076
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.48	5.073
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	5.062
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	5.057
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.04
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.04
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	5.021
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.39	5.018
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	5.013
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.37	5.003
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.51	4.974
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	4.97
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	4.966
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.46	4.95
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.49	4.942
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.4	4.916
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.41	4.91
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.45	4.909
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	4.897
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.42	4.88
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.44	4.842
958H3ERJL	CHOI3	ZD958	ZD958/CHOI3	C	0.43	4.828
