"","oil","HCR","FDR","HMR","Material"
"1","0.01","0.560344827586207","NaN","1","dataA"
"2","0.02","0.560344827586207","NaN","1","dataA"
"3","0.03","0.560344827586207","NaN","1","dataA"
"4","0.04","0.560344827586207","NaN","1","dataA"
"5","0.05","0.560344827586207","NaN","1","dataA"
"6","0.06","0.560344827586207","NaN","1","dataA"
"7","0.07","0.560344827586207","NaN","1","dataA"
"8","0.08","0.560344827586207","NaN","1","dataA"
"9","0.09","0.560344827586207","NaN","1","dataA"
"10","0.1","0.560344827586207","NaN","1","dataA"
"11","0.11","0.560344827586207","NaN","1","dataA"
"12","0.12","0.560344827586207","NaN","1","dataA"
"13","0.13","0.560344827586207","NaN","1","dataA"
"14","0.14","0.560344827586207","NaN","1","dataA"
"15","0.15","0.560344827586207","NaN","1","dataA"
"16","0.16","0.560344827586207","NaN","1","dataA"
"17","0.17","0.560344827586207","NaN","1","dataA"
"18","0.18","0.560344827586207","NaN","1","dataA"
"19","0.19","0.560344827586207","NaN","1","dataA"
"20","0.2","0.560344827586207","NaN","1","dataA"
"21","0.21","0.560344827586207","NaN","1","dataA"
"22","0.22","0.560344827586207","NaN","1","dataA"
"23","0.23","0.560344827586207","NaN","1","dataA"
"24","0.24","0.560344827586207","NaN","1","dataA"
"25","0.25","0.560344827586207","NaN","1","dataA"
"26","0.26","0.560344827586207","NaN","1","dataA"
"27","0.27","0.560344827586207","NaN","1","dataA"
"28","0.28","0.560344827586207","NaN","1","dataA"
"29","0.29","0.560344827586207","NaN","1","dataA"
"30","0.3","0.560344827586207","NaN","1","dataA"
"31","0.31","0.560344827586207","NaN","1","dataA"
"32","0.32","0.560344827586207","NaN","1","dataA"
"33","0.33","0.557471264367816","1","1","dataA"
"34","0.34","0.557471264367816","1","1","dataA"
"35","0.35","0.557471264367816","1","1","dataA"
"36","0.36","0.557471264367816","1","1","dataA"
"37","0.37","0.557471264367816","1","1","dataA"
"38","0.38","0.557471264367816","1","1","dataA"
"39","0.39","0.557471264367816","1","1","dataA"
"40","0.4","0.557471264367816","1","1","dataA"
"41","0.41","0.557471264367816","1","1","dataA"
"42","0.42","0.557471264367816","1","1","dataA"
"43","0.43","0.557471264367816","1","1","dataA"
"44","0.44","0.557471264367816","1","1","dataA"
"45","0.45","0.557471264367816","1","1","dataA"
"46","0.46","0.557471264367816","1","1","dataA"
"47","0.47","0.557471264367816","1","1","dataA"
"48","0.48","0.557471264367816","1","1","dataA"
"49","0.49","0.557471264367816","1","1","dataA"
"50","0.5","0.557471264367816","1","1","dataA"
"51","0.51","0.554597701149425","1","1","dataA"
"52","0.52","0.554597701149425","1","1","dataA"
"53","0.53","0.554597701149425","1","1","dataA"
"54","0.54","0.554597701149425","1","1","dataA"
"55","0.55","0.554597701149425","1","1","dataA"
"56","0.56","0.551724137931034","1","1","dataA"
"57","0.57","0.551724137931034","1","1","dataA"
"58","0.58","0.551724137931034","1","1","dataA"
"59","0.59","0.548850574712644","1","1","dataA"
"60","0.6","0.548850574712644","1","1","dataA"
"61","0.61","0.548850574712644","1","1","dataA"
"62","0.62","0.548850574712644","1","1","dataA"
"63","0.63","0.545977011494253","1","1","dataA"
"64","0.64","0.545977011494253","1","1","dataA"
"65","0.65","0.545977011494253","1","1","dataA"
"66","0.66","0.545977011494253","1","1","dataA"
"67","0.67","0.545977011494253","1","1","dataA"
"68","0.68","0.545977011494253","1","1","dataA"
"69","0.69","0.545977011494253","1","1","dataA"
"70","0.7","0.545977011494253","1","1","dataA"
"71","0.71","0.545977011494253","1","1","dataA"
"72","0.72","0.545977011494253","1","1","dataA"
"73","0.73","0.545977011494253","1","1","dataA"
"74","0.74","0.545977011494253","1","1","dataA"
"75","0.75","0.543103448275862","1","1","dataA"
"76","0.76","0.543103448275862","1","1","dataA"
"77","0.77","0.540229885057471","1","1","dataA"
"78","0.78","0.540229885057471","1","1","dataA"
"79","0.79","0.540229885057471","1","1","dataA"
"80","0.8","0.540229885057471","1","1","dataA"
"81","0.81","0.540229885057471","1","1","dataA"
"82","0.82","0.540229885057471","1","1","dataA"
"83","0.83","0.540229885057471","1","1","dataA"
"84","0.84","0.540229885057471","1","1","dataA"
"85","0.85","0.540229885057471","1","1","dataA"
"86","0.86","0.540229885057471","1","1","dataA"
"87","0.87","0.540229885057471","1","1","dataA"
"88","0.88","0.540229885057471","1","1","dataA"
"89","0.89","0.540229885057471","1","1","dataA"
"90","0.9","0.540229885057471","1","1","dataA"
"91","0.91","0.540229885057471","1","1","dataA"
"92","0.92","0.540229885057471","1","1","dataA"
"93","0.93","0.540229885057471","1","1","dataA"
"94","0.94","0.540229885057471","1","1","dataA"
"95","0.95","0.540229885057471","1","1","dataA"
"96","0.96","0.540229885057471","1","1","dataA"
"97","0.97","0.540229885057471","1","1","dataA"
"98","0.98","0.540229885057471","1","1","dataA"
"99","0.99","0.540229885057471","1","1","dataA"
"100","1","0.540229885057471","1","1","dataA"
"101","1.01","0.53735632183908","1","1","dataA"
"102","1.02","0.53735632183908","1","1","dataA"
"103","1.03","0.53735632183908","1","1","dataA"
"104","1.04","0.53735632183908","1","1","dataA"
"105","1.05","0.53735632183908","1","1","dataA"
"106","1.06","0.53735632183908","1","1","dataA"
"107","1.07","0.53735632183908","1","1","dataA"
"108","1.08","0.53735632183908","1","1","dataA"
"109","1.09","0.53735632183908","1","1","dataA"
"110","1.1","0.53735632183908","1","1","dataA"
"111","1.11","0.53448275862069","1","1","dataA"
"112","1.12","0.53448275862069","1","1","dataA"
"113","1.13","0.53448275862069","1","1","dataA"
"114","1.14","0.53735632183908","0.9","0.993464052287582","dataA"
"115","1.15","0.53735632183908","0.9","0.993464052287582","dataA"
"116","1.16","0.53735632183908","0.9","0.993464052287582","dataA"
"117","1.17","0.53735632183908","0.9","0.993464052287582","dataA"
"118","1.18","0.53735632183908","0.9","0.993464052287582","dataA"
"119","1.19","0.53735632183908","0.9","0.993464052287582","dataA"
"120","1.2","0.53735632183908","0.9","0.993464052287582","dataA"
"121","1.21","0.53735632183908","0.9","0.993464052287582","dataA"
"122","1.22","0.53735632183908","0.9","0.993464052287582","dataA"
"123","1.23","0.540229885057471","0.818181818181818","0.986928104575163","dataA"
"124","1.24","0.540229885057471","0.818181818181818","0.986928104575163","dataA"
"125","1.25","0.543103448275862","0.75","0.980392156862745","dataA"
"126","1.26","0.543103448275862","0.75","0.980392156862745","dataA"
"127","1.27","0.543103448275862","0.75","0.980392156862745","dataA"
"128","1.28","0.543103448275862","0.75","0.980392156862745","dataA"
"129","1.29","0.543103448275862","0.75","0.980392156862745","dataA"
"130","1.3","0.543103448275862","0.75","0.980392156862745","dataA"
"131","1.31","0.543103448275862","0.75","0.980392156862745","dataA"
"132","1.32","0.543103448275862","0.75","0.980392156862745","dataA"
"133","1.33","0.543103448275862","0.75","0.980392156862745","dataA"
"134","1.34","0.543103448275862","0.75","0.980392156862745","dataA"
"135","1.35","0.543103448275862","0.75","0.980392156862745","dataA"
"136","1.36","0.543103448275862","0.75","0.980392156862745","dataA"
"137","1.37","0.543103448275862","0.75","0.980392156862745","dataA"
"138","1.38","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"139","1.39","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"140","1.4","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"141","1.41","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"142","1.42","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"143","1.43","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"144","1.44","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"145","1.45","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"146","1.46","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"147","1.47","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"148","1.48","0.545977011494253","0.692307692307692","0.973856209150327","dataA"
"149","1.49","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"150","1.5","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"151","1.51","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"152","1.52","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"153","1.53","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"154","1.54","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"155","1.55","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"156","1.56","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"157","1.57","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"158","1.58","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"159","1.59","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"160","1.6","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"161","1.61","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"162","1.62","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"163","1.63","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"164","1.64","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"165","1.65","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"166","1.66","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"167","1.67","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"168","1.68","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"169","1.69","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"170","1.7","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
"171","1.71","0.548850574712644","0.642857142857143","0.967320261437909","dataA"
